track_id	s_acousticness	s_danceability	s_energy	s_instrumentalness	s_liveness	s_loudness	s_speechiness	s_valence	s_tempo	genre
TREMJVU128F1452E4C	0.738	0.619	0.378	0.102	0.0959	-12.23	0.032	0.317	108.012	New Age
TREMKBJ128F1468234	0.307	0.663	0.58	0.0	0.109	-7.311	0.0262	0.793	84.811	Country
TREMKMO128F92FDB9E	0.765	0.473	0.624	0.00202	0.114	-11.62	0.094	0.507	101.779	International
TREMKOS12903D029E0	0.398	0.812	0.537	0.821	0.0714	-8.294	0.0284	0.488	110.008	Jazz
TREMLTK128F92E9B65	0.0546	0.603	0.754	1.73e-05	0.123	-8.715	0.034	0.723	182.17	RnB
TREMMIG128F92F7118	0.322	0.694	0.73	0.726	0.345	-6.445	0.0694	0.614	145.953	New Age
TREMOCR128F1455830	0.684	0.259	0.404	0.0	0.859	-9.69	0.0298	0.157	173.502	Pop_Rock
TREMPFJ128F4296A39	0.0021	0.921	0.724	0.0	0.0705	-6.915	0.166	0.858	144.03	Rap
TREMRCC128F145DB79	0.0669	0.763	0.588	1.06e-05	0.0556	-13.141	0.0449	0.974	106.884	Latin
TREMSDB128F42B1150	0.986	0.306	0.0289	0.894	0.06	-30.418	0.0453	0.0472	113.183	New Age
TREMSOC128E078367A	0.875	0.704	0.229	1.06e-06	0.0975	-18.652	0.0511	0.656	83.189	Vocal
TREMSQA128F4286443	0.871	0.608	0.379	0.00315	0.126	-5.952	0.0282	0.327	119.457	RnB
TREMSZZ12903CC14ED	0.899	0.501	0.197	0.000811	0.293	-13.173	0.0293	0.188	87.245	Latin
TREMTHW128F4234A58	0.866	0.458	0.2	5.29e-05	0.0963	-14.653	0.0411	0.277	118.248	Pop_Rock
TREMTQM128F428CAFB	0.309	0.475	0.494	0.0	0.0894	-8.386	0.0705	0.5	129.812	RnB
TREMUWK128F4274CEA	0.00495	0.58	0.935	0.00176	0.27	-6.07	0.0984	0.504	133.008	Latin
TREMVOC128EF344062	0.153	0.611	0.871	0.696	0.191	-8.726	0.0345	0.966	134.595	Jazz
TREMWEB128F92E5E0E	0.00694	0.697	0.835	7.97e-06	0.131	-4.48	0.0714	0.948	92.998	Latin
TREMWOJ128F42A8D82	0.905	0.425	0.139	0.0	0.105	-13.357	0.0439	0.333	136.917	Folk
TREMWQK128F42B84A5	0.694	0.569	0.543	0.0	0.101	-6.176	0.0247	0.27	80.973	Electronic
TREMXZV128F9321579	0.0196	0.553	0.884	4.14e-05	0.662	-8.504	0.067	0.586	118.721	Latin
TREMYMW128F42656AC	0.212	0.818	0.605	0.0	0.676	-6.855	0.299	0.631	86.285	Rap
TREMZAS128EF3550B9	0.987	0.674	0.205	0.504	0.722	-19.878	0.388	0.507	101.261	Folk
TRENATR128E0784643	0.626	0.63	0.454	0.0	0.361	-4.658	0.571	0.702	173.404	Rap
TRENCCG128F4295092	0.00401	0.764	0.716	0.0	0.069	-7.345	0.217	0.763	80.984	Reggae
TRENCKT128F424A49D	0.0523	0.763	0.82	0.0	0.584	-4.477	0.0399	0.807	127.017	Reggae
TRENDIB128F1478033	0.0533	0.541	0.861	0.0	0.365	-7.615	0.0389	0.429	132.02	Latin
TRENEXH128F9321253	0.522	0.576	0.376	0.000277	0.119	-11.284	0.0321	0.604	72.525	International
TRENGRI128F42764AB	0.967	0.122	0.409	0.286	0.413	-8.062	0.0356	0.353	81.162	International
TRENHDT128F4250FB0	0.763	0.561	0.494	0.657	0.104	-10.032	0.0677	0.588	113.621	Jazz
TRENHJX128F92D3E19	0.23	0.661	0.702	0.0	0.24	-5.524	0.271	0.711	86.963	RnB
TRENHLP128F42BCDD1	0.924	0.527	0.101	1.49e-06	0.234	-13.208	0.0423	0.431	108.565	Blues
TRENKHH128F4251DCE	0.112	0.811	0.635	9.57e-06	0.218	-9.215	0.209	0.666	84.988	Rap
TRENKTH128F92D1B45	0.771	0.56	0.408	0.00155	0.0796	-13.397	0.0452	0.595	116.906	Vocal
TRENLFP12903CB089D	0.0601	0.763	0.677	3.22e-05	0.258	-4.552	0.0363	0.527	82.008	Reggae
TRENLKK12903D05ED8	0.144	0.139	0.221	0.155	0.113	-17.616	0.042	0.034	98.555	New Age
TRENLLC12903CB73E6	0.0623	0.585	0.686	0.00375	0.335	-7.32	0.0335	0.568	135.989	Electronic
TRENLSI128F4273FFB	0.07	0.81	0.578	0.747	0.115	-15.359	0.0416	0.826	118.613	Electronic
TRENMQP128F425047A	0.0651	0.863	0.411	0.0	0.113	-7.731	0.139	0.736	133.568	Reggae
TRENMSO128F42AF485	0.0841	0.694	0.535	0.0	0.114	-6.281	0.05	0.359	124.029	RnB
TRENNSI128F427612F	0.39	0.509	0.206	0.00186	0.119	-19.906	0.0275	0.18	74.049	RnB
TRENORZ128F92D134A	0.118	0.633	0.386	0.00276	0.0378	-12.849	0.118	0.732	80.926	RnB
TRENRGI128E07835C9	0.804	0.572	0.306	0.0565	0.0981	-16.049	0.05	0.705	157.865	Jazz
TRENSBY128F92F8118	0.112	0.784	0.857	0.0	0.0945	-4.968	0.0845	0.637	99.018	Reggae
TRENSSV12903D02925	0.55	0.418	0.254	0.107	0.125	-16.969	0.156	0.174	94.218	Folk
TRENTMO12903CFCA41	0.275	0.49	0.233	0.0192	0.183	-12.745	0.0385	0.195	112.371	Latin
TRENWCL128F4261DC0	0.207	0.548	0.491	0.00213	0.185	-16.962	0.0318	0.902	76.972	New Age
TRENWZH128F4284C2E	0.439	0.549	0.488	0.00229	0.302	-11.884	0.032	0.367	151.152	New Age
TRENWZZ128F4233A60	0.328	0.769	0.266	3.21e-05	0.177	-14.921	0.0432	0.574	89.81	Reggae
TRENXJN128F4291A4A	0.238	0.769	0.805	8.19e-06	0.0982	-5.017	0.0522	0.583	139.947	Latin
TRENYCP128F425980E	0.0629	0.439	0.381	0.486	0.121	-13.605	0.0449	0.0942	139.993	Pop_Rock
TRENZOT128F935415E	0.874	0.415	0.13	0.941	0.122	-20.161	0.042	0.294	128.456	Blues
TREOAPE128F14A569C	0.788	0.736	0.0524	1.58e-06	0.0916	-22.136	0.0581	0.597	121.146	Folk
TREOAQZ128F4234701	0.273	0.943	0.896	0.0	0.0259	-4.677	0.286	0.56	100.329	Rap
TREOAZB128F92F56A4	0.0702	0.814	0.556	0.85	0.0327	-8.028	0.0404	0.966	107.994	Jazz
TREOAZJ12903CEE7A5	0.0155	0.774	0.703	0.000185	0.0773	-2.595	0.0592	0.779	127.977	Pop_Rock
TREOBCB128F92F343D	0.761	0.554	0.599	0.858	0.17	-12.295	0.0416	0.634	77.345	Blues
TREOBCG128E078EC82	0.139	0.537	0.953	0.0	0.315	-3.347	0.125	0.565	89.851	Pop_Rock
TREOCHK128F4281173	0.754	0.609	0.44	0.0	0.857	-8.767	0.403	0.924	72.263	International
TREOCYS128F93505A8	0.356	0.529	0.155	0.72	0.106	-14.821	0.0304	0.0652	146.296	Pop_Rock
TREOFYL128F930B6CD	0.954	0.528	0.166	0.018	0.184	-15.594	0.0313	0.303	117.48	International
TREOFZV12903D03F53	0.725	0.43	0.364	0.0	0.2	-6.854	0.0289	0.593	122.556	Folk
TREOGHB128F92F2989	0.0278	0.491	0.914	0.00201	0.22	-6.805	0.0494	0.951	188.316	Folk
TREOHJR128F9338741	0.0063	0.376	0.716	0.0	0.351	-5.973	0.241	0.381	139.213	Rap
TREOHYD128F92E858F	0.00213	0.812	0.18	0.827	0.112	-15.325	0.22	0.192	88.093	Reggae
TREOIFZ128F42A1664	0.000697	0.67	0.941	0.0132	0.0979	-4.295	0.0335	0.607	132.017	Electronic
TREOIQD128F148E1F9	0.0515	0.664	0.869	0.000242	0.172	-3.982	0.0845	0.934	99.036	RnB
TREOJKY128F4294AEF	0.929	0.476	0.178	4.95e-05	0.668	-14.212	0.0497	0.321	103.081	Pop_Rock
TREOJWI128F92FE8D8	0.87	0.553	0.25	0.0	0.143	-10.756	0.027	0.283	109.084	Country
TREOKPG12903D127ED	0.348	0.63	0.524	0.000366	0.087	-9.859	0.526	0.359	91.951	Rap
TREOLJO128F14922DC	0.469	0.637	0.791	7.85e-06	0.0706	-8.847	0.0386	0.83	147.644	International
TREOLJQ128F421CDCC	0.153	0.745	0.805	0.0613	0.0983	-8.643	0.0887	0.965	80.813	Latin
TREOLVV128F4226841	0.896	0.598	0.34	0.0	0.119	-11.015	0.0274	0.276	110.864	Folk
TREOMBU128E078C558	0.00348	0.577	0.808	0.0	0.346	-5.385	0.0341	0.453	152.195	New Age
TREONFS12903CA7635	0.0841	0.813	0.691	0.0	0.291	-3.979	0.0593	0.775	89.083	Reggae
TREONIR128F933060E	0.983	0.316	0.186	0.923	0.0586	-15.582	0.0554	0.0936	92.332	New Age
TREONPR128F9310381	0.0343	0.585	0.687	0.903	0.0973	-11.284	0.0281	0.505	90.022	Electronic
TREONZZ12903CA4BE1	0.0774	0.818	0.573	0.0	0.214	-5.165	0.0833	0.703	77.015	Reggae
TREOPDJ128F92F8C89	0.306	0.628	0.487	0.83	0.295	-17.439	0.0441	0.693	93.95	Electronic
TREORIW12903CA5743	0.000469	0.502	0.835	0.539	0.0993	-5.612	0.0421	0.544	173.96	Electronic
TREOSID128F1491185	0.186	0.953	0.561	0.000172	0.167	-7.733	0.278	0.765	102.82	Rap
TREOTCG128F92F0E92	2.61e-05	0.502	0.603	0.883	0.273	-16.84	0.0399	0.475	138.984	Electronic
TREOTGW128F149CFA0	0.289	0.709	0.88	0.868	0.117	-12.227	0.0488	0.298	135.0	Electronic
TREOTVF128F42762EA	0.193	0.468	0.708	1.58e-06	0.0755	-6.722	0.037	0.756	201.696	International
TREOTXJ128F14AA507	0.507	0.69	0.249	0.000113	0.0929	-12.754	0.0363	0.524	117.937	Jazz
TREOTYC12903CB1159	0.978	0.64	0.158	0.000229	0.174	-16.927	0.0594	0.554	123.655	Folk
TREOUKG128F42763DA	0.0587	0.765	0.69	0.0	0.129	-6.13	0.333	0.752	90.651	Rap
TREOUOW128F934B371	0.785	0.844	0.653	0.81	0.13	-10.273	0.164	0.463	128.058	Electronic
TREOUYC128F429C89C	0.039	0.778	0.444	0.325	0.114	-9.712	0.215	0.527	74.939	Reggae
TREOVCA128F92FB0D9	0.882	0.484	0.658	0.833	0.322	-11.841	0.0339	0.959	123.278	Folk
TREOVXV12903CB13FA	0.000592	0.197	0.972	0.913	0.352	-5.234	0.0876	0.304	150.685	Pop_Rock
TREOWXF128F92E8A0F	0.67	0.558	0.848	0.00421	0.72	-8.097	0.144	0.773	95.2	International
TREOWXN128F92CF26F	0.922	0.737	0.257	0.000789	0.16	-14.995	0.0586	0.41	112.153	Vocal
TREOXUQ128F426E5CF	0.697	0.414	0.201	0.0	0.175	-12.307	0.0422	0.119	119.077	International
TREPACC12903C95580	0.223	0.817	0.315	1.44e-06	0.102	-9.41	0.146	0.563	145.194	Folk
TREPAIL128F426AD7F	0.919	0.663	0.523	0.000172	0.134	-12.514	0.154	0.796	139.302	Vocal
TREPAIY128F9315500	0.135	0.748	0.425	0.91	0.119	-9.053	0.0541	0.914	92.834	Electronic
TREPAMX128F933CB84	0.00794	0.83	0.38	0.884	0.112	-16.063	0.107	0.828	130.012	Electronic
TREPBAS128EF35AD76	0.00126	0.8	0.391	0.00372	0.0653	-14.83	0.0484	0.852	167.027	Rap
TREPBBR128F93363F1	0.525	0.629	0.593	2.24e-05	0.0824	-11.583	0.0239	0.836	94.916	Country
TREPCLZ128F4282961	0.664	0.83	0.73	0.0229	0.0898	-7.348	0.0463	0.925	107.987	Pop_Rock
TREPCTW128F426449E	0.876	0.443	0.145	0.0	0.101	-15.393	0.0298	0.202	82.548	Country
TREPDYZ128F932BE37	0.989	0.315	0.0464	3.52e-05	0.118	-20.565	0.0581	0.118	81.773	Vocal
TREPEFA128F429AE2F	0.987	0.266	0.0655	0.000122	0.334	-17.238	0.0423	0.325	56.166	Vocal
TREPEOS128F1493A59	0.0486	0.81	0.52	0.0121	0.06	-11.085	0.0463	0.942	100.707	RnB
TREPESL128F930F385	0.0121	0.507	0.673	7.25e-05	0.0822	-6.405	0.0657	0.549	76.012	RnB
TREPFAF128F1464DDD	0.699	0.355	0.118	0.00028	0.0978	-13.046	0.0358	0.119	119.202	Folk
TREPFEK128F42B1110	0.602	0.683	0.293	0.846	0.103	-19.732	0.0427	0.537	110.899	New Age
TREPGEW128F4254C91	0.488	0.414	0.933	0.826	0.234	-9.604	0.0648	0.676	164.437	Jazz
TREPGMF128F426A9B5	0.00215	0.759	0.734	8.01e-05	0.127	-10.315	0.355	0.416	143.005	Electronic
TREPGTN128F4284A14	0.836	0.391	0.185	0.888	0.0944	-15.745	0.0307	0.0374	80.097	New Age
TREPHJS128F427E896	0.768	0.42	0.223	1.63e-06	0.108	-15.062	0.0529	0.233	171.458	RnB
TREPHKA128F4267645	0.146	0.786	0.453	0.713	0.0781	-7.685	0.0817	0.66	180.018	Electronic
TREPHLB12903CA4254	1.72e-05	0.49	0.974	0.0814	0.0825	-5.723	0.0602	0.511	105.02	Pop_Rock
TREPHZI128F42A15CA	0.111	0.602	0.854	2.36e-05	0.135	-8.324	0.0361	0.596	139.943	Electronic
TREPIDM128F4240AC6	0.239	0.686	0.217	0.000121	0.973	-23.507	0.0821	0.485	114.082	Vocal
TREPINA128F9322190	0.269	0.479	0.571	0.000229	0.0923	-8.241	0.0486	0.358	89.256	Folk
TREPJYO128F42911DF	0.768	0.464	0.329	1.38e-06	0.122	-11.806	0.0298	0.333	71.516	Country
TREPKMT128F92FFB3B	0.000641	0.831	0.473	2.58e-05	0.0678	-16.256	0.141	0.339	112.803	Rap
TREPLDG12903D0567D	0.72	0.622	0.549	0.0685	0.0569	-6.868	0.0289	0.766	96.708	Jazz
TREPLQA128F9318ECC	0.554	0.382	0.407	4.17e-06	0.116	-8.035	0.0272	0.376	135.275	Country
TREPMWN128F1499606	0.00822	0.484	0.995	0.0434	0.239	-5.994	0.122	0.192	142.994	Electronic
TREPNHX128F4260328	0.177	0.74	0.738	0.0326	0.38	-9.767	0.0742	0.653	99.059	Jazz
TREPOGY128F146B66F	0.063	0.422	0.987	0.000785	0.696	-3.586	0.164	0.564	144.063	Pop_Rock
TREPOJU128F932C3DC	0.641	0.547	0.471	0.0	0.7	-8.96	0.0414	0.445	106.736	RnB
TREPPQV128F4224245	0.0126	0.391	0.583	0.601	0.353	-6.929	0.0459	0.357	186.871	Pop_Rock
TREPRVA128F421AFD5	0.768	0.476	0.362	0.00133	0.107	-10.491	0.0284	0.608	143.434	Country
TREPSFY128F42764A5	0.228	0.922	0.541	0.0	0.0573	-6.915	0.204	0.612	93.083	International
TREPUJR128F42730A9	0.769	0.263	0.309	0.0467	0.189	-16.564	0.0462	0.242	176.557	Vocal
TREPWBV12903CF59FE	0.0798	0.713	0.94	0.038	0.0562	-6.742	0.0276	0.858	106.905	Jazz
TREPWRB12903CA2546	0.0446	0.872	0.6	0.00638	0.113	-10.463	0.117	0.831	93.524	Rap
TREPXUM128F9303B6E	0.0148	0.573	0.795	0.0	0.194	-6.725	0.0262	0.851	97.973	Electronic
TREPYNF128E0781996	0.64	0.358	0.145	0.00906	0.182	-14.885	0.0325	0.0468	105.571	Pop_Rock
TREPYPE128F92EB38C	0.449	0.149	0.288	0.0344	0.179	-9.47	0.0391	0.0392	82.394	Vocal
TREPYTM128F421B499	0.42	0.4	0.268	0.0	0.0926	-14.502	0.0307	0.191	170.85	Blues
TREPYUD128F930DFD9	0.228	0.659	0.708	0.000651	0.0984	-9.339	0.0302	0.668	120.625	New Age
TREPZPC128E0780DC2	3.79e-05	0.568	0.972	0.00604	0.187	-3.093	0.0429	0.844	116.003	Pop_Rock
TREPZTB128F424AB7D	0.263	0.679	0.657	4.05e-06	0.0495	-9.892	0.0407	0.869	146.05	International
TREQADO128F422A503	0.342	0.613	0.59	0.0615	0.378	-11.164	0.0419	0.371	99.983	Latin
TREQBSB128F42966B8	0.084	0.405	0.749	0.0154	0.0634	-6.98	0.073	0.435	93.809	Folk
TREQBZG128F425C6F9	0.877	0.612	0.746	0.927	0.0918	-5.856	0.0357	0.935	114.673	Latin
TREQCDK128F9309B04	0.669	0.631	0.338	0.0	0.0784	-12.494	0.0381	0.499	80.776	Jazz
TREQCTH128F4288ABE	0.273	0.463	0.587	0.0	0.111	-6.052	0.0313	0.0912	127.813	Latin
TREQDBC128F421AFD1	0.632	0.553	0.648	0.0	0.177	-7.018	0.036	0.832	118.854	Country
TREQDYK128F92FD071	0.22	0.722	0.825	0.715	0.604	-9.415	0.231	0.208	74.992	Rap
TREQFSK128F93138A1	0.633	0.268	0.384	5.96e-05	0.365	-11.878	0.0327	0.442	88.585	Vocal
TREQFYD128F426526A	0.118	0.425	0.79	1.32e-05	0.208	-11.544	0.0689	0.877	198.511	Country
TREQGPE128F9308A1E	0.911	0.681	0.414	5.72e-06	0.095	-8.584	0.0341	0.704	98.319	Folk
TREQICM128E078D971	2.87e-06	0.514	0.888	0.000677	0.22	-4.848	0.0276	0.154	104.014	Pop_Rock
TREQIGS128F425C08D	0.33	0.798	0.577	0.0	0.116	-5.897	0.0547	0.976	101.581	Latin
TREQJRW128F42784E3	0.000117	0.493	0.931	3.06e-05	0.165	-3.069	0.0671	0.619	91.537	Pop_Rock
TREQKDJ128F145BBEA	0.987	0.253	0.138	0.00282	0.356	-12.163	0.032	0.192	135.668	Vocal
TREQLBF128F421582A	0.000152	0.354	0.899	0.00686	0.167	-6.205	0.0463	0.268	110.065	Latin
TREQLJR128F425555C	0.146	0.708	0.477	0.0274	0.124	-12.551	0.0656	0.93	123.075	RnB
TREQLTL12903C97913	0.551	0.499	0.244	0.0	0.125	-15.969	0.0456	0.434	155.535	RnB
TREQMDN12903CABE46	0.27	0.657	0.618	0.00323	0.19	-11.813	0.0313	0.704	139.738	International
TREQPCR128F146ACFA	0.228	0.659	0.285	0.000734	0.101	-16.413	0.0315	0.374	96.993	Vocal
TREQPHA128F92F51D6	0.204	0.82	0.712	0.0	0.141	-5.116	0.141	0.575	134.001	Reggae
TREQRNZ128F92DBA18	0.992	0.199	0.228	0.938	0.0952	-19.934	0.0426	0.109	158.46	New Age
TREQSEV12903C9F6EE	0.571	0.69	0.687	0.00025	0.295	-7.287	0.0308	0.966	139.572	Electronic
TREQSGD128F9303C4B	0.641	0.528	0.622	0.0	0.139	-5.129	0.0376	0.677	172.25	Jazz
TREQTQV128F4250FD6	0.0461	0.763	0.864	0.369	0.089	-6.258	0.0446	0.606	130.03	Electronic
TREQTXH12903D0152B	0.393	0.568	0.282	0.0173	0.115	-16.67	0.0398	0.0464	136.383	Folk
TREQUBK128F92EF52A	0.47	0.829	0.717	0.000324	0.336	-8.793	0.0376	0.671	105.044	International
TREQUCV128F423EA27	0.0222	0.603	0.873	0.762	0.215	-10.932	0.0578	0.577	150.009	Electronic
TREQULF128F426F9F7	0.0308	0.77	0.553	0.00489	0.0725	-7.786	0.033	0.858	117.53	Folk
TREQURF128F14A53EC	0.836	0.171	0.394	0.000605	0.12	-8.458	0.0308	0.213	80.092	Vocal
TREQUUO128F932ACFC	2.86e-06	0.186	0.97	0.0382	0.209	-4.422	0.105	0.461	154.966	Electronic
TREQUXC128F427A624	0.726	0.358	0.43	0.78	0.0988	-9.793	0.0292	0.0399	89.736	International
TREQUYU128F92F9E51	0.279	0.765	0.914	0.173	0.065	-6.934	0.652	0.344	139.683	Electronic
TREQUZN128F934CCE5	0.949	0.613	0.159	0.000992	0.0848	-19.974	0.0583	0.543	101.871	Folk
TREQVXV128F4266E04	0.955	0.41	0.119	0.0254	0.171	-17.201	0.0335	0.225	123.051	Country
TREQWFR128F92FD7BB	0.822	0.437	0.293	0.0	0.174	-10.601	0.0312	0.506	81.683	Latin
TREQWMB128F423EDAD	0.0258	0.724	0.87	0.0004	0.176	-5.635	0.103	0.817	105.03	Electronic
TREQWMN128F9309436	0.392	0.719	0.545	0.000146	0.153	-6.624	0.0254	0.444	99.017	Latin
TREQWXC128E0786048	0.0134	0.545	0.874	0.0	0.102	-3.052	0.366	0.806	127.724	Rap
TREQXAG128F4285899	0.372	0.387	0.435	0.957	0.0776	-13.872	0.0352	0.286	133.256	New Age
TREQXBJ128F934E3CE	0.969	0.448	0.0468	0.927	0.168	-17.876	0.0424	0.0632	123.877	New Age
TREQYKD128F92FF363	0.0328	0.959	0.883	0.228	0.0963	-5.952	0.295	0.905	129.451	Electronic
TRERCBT128F932B1CC	0.932	0.724	0.259	0.823	0.0989	-14.293	0.0377	0.337	116.379	Jazz
TRERCKZ128F4282109	0.895	0.334	0.184	0.0	0.175	-11.525	0.0397	0.393	90.088	International
TRERDGX128F930A8F1	0.38	0.721	0.798	0.000362	0.152	-8.461	0.0406	0.804	117.821	Folk
TRERDOW128F423FEC7	0.0234	0.443	0.492	0.000318	0.284	-13.938	0.102	0.778	169.206	International
TRERDUH128F426553C	0.854	0.704	0.467	0.769	0.0821	-14.006	0.033	0.399	100.018	New Age
TRERDWC128F425C1E2	0.000852	0.646	0.923	0.0	0.349	-2.249	0.0493	0.769	129.101	Pop_Rock
TREREIG128F92F5C15	0.481	0.427	0.392	0.0	0.105	-6.468	0.0309	0.206	71.168	Pop_Rock
TREREVE128F1456DBC	0.0526	0.79	0.841	0.00912	0.0335	-3.679	0.0549	0.651	92.011	RnB
TRERFDH128F147742C	0.052	0.573	0.591	0.116	0.0899	-10.529	0.0232	0.49	94.799	International
TRERFNL128F427130E	0.14	0.683	0.788	0.0	0.0587	-4.724	0.486	0.968	102.965	Reggae
TRERFVC128F4247FE3	0.929	0.383	0.194	0.213	0.118	-14.451	0.0413	0.412	182.392	Pop_Rock
TRERFYY12903CE578A	0.0573	0.728	0.727	0.000205	0.128	-11.081	0.144	0.619	85.246	Latin
TRERGBI128F42AFF53	0.97	0.327	0.109	0.894	0.0875	-20.866	0.0363	0.21	62.032	New Age
TRERGCW128EF357EBE	0.53	0.78	0.801	0.274	0.13	-10.203	0.0628	0.881	111.98	International
TRERGPV128F9309EB2	0.019	0.613	0.3	0.00165	0.316	-12.285	0.0285	0.213	87.899	Country
TRERIHN128F933DE92	0.00372	0.894	0.829	0.0	0.133	-1.167	0.0401	0.945	112.927	Reggae
TRERITK128F4241A96	0.979	0.498	0.336	0.233	0.113	-12.078	0.0365	0.369	117.467	RnB
TRERJLJ12903CD7F63	0.194	0.696	0.911	0.0	0.105	-3.172	0.087	0.661	109.186	International
TRERLUW128F4229689	0.566	0.539	0.165	0.0	0.109	-12.218	0.0281	0.475	99.749	Country
TRERLWI128F1476DB4	0.69	0.705	0.395	0.879	0.113	-12.542	0.0333	0.609	120.333	New Age
TRERNXU128F14B0BC3	0.094	0.629	0.948	0.0	0.316	-6.16	0.0595	0.602	107.059	Latin
TREROIK128F425E432	0.352	0.428	0.515	0.00037	0.0344	-6.955	0.0282	0.397	151.35	Blues
TREROZV128F92F9DC5	0.0526	0.693	0.568	0.088	0.585	-14.273	0.0472	0.962	120.462	Pop_Rock
TRERPUZ128F4293E63	0.993	0.366	0.218	0.887	0.094	-12.249	0.036	0.124	133.999	New Age
TRERSAN12903CAF151	0.222	0.633	0.184	0.362	0.224	-15.18	0.0372	0.531	115.576	Folk
TRERSPJ128F92ECA09	0.789	0.333	0.257	0.879	0.0899	-25.084	0.0909	0.208	119.008	Electronic
TRERSTZ128F42779E3	0.0653	0.729	0.808	4.95e-06	0.221	-6.567	0.0489	0.842	159.972	Pop_Rock
TRERSUT12903CEF4B2	0.974	0.482	0.0389	0.0	0.0775	-14.594	0.0837	0.394	73.969	Folk
TRERTBS128F92CA6C5	0.0551	0.874	0.506	0.00339	0.0882	-10.137	0.133	0.873	109.995	Electronic
TRERTIR128F423928D	0.073	0.39	0.728	4.89e-05	0.896	-5.731	0.0286	0.569	97.722	Country
TRERTUC128F428892E	0.232	0.721	0.917	0.0	0.306	-5.877	0.357	0.846	95.098	Rap
TRERUNO128F427B749	0.037	0.414	0.948	0.0084	0.32	-4.135	0.0656	0.296	144.119	International
TRERUON12903CE23FA	0.000934	0.744	0.397	1.1e-05	0.0845	-5.824	0.0519	0.504	131.966	Electronic
TRERUZI128F425A573	0.292	0.131	0.225	0.00576	0.106	-18.614	0.0336	0.0531	59.904	International
TRERVNE128F4285D81	0.00659	0.796	0.404	0.0	0.188	-9.292	0.072	0.766	76.88	Reggae
TRERWDC128EF35EF00	0.133	0.59	0.738	2.25e-06	0.0323	-5.366	0.0871	0.43	156.835	RnB
TRERXPW128F9342665	0.556	0.638	0.412	0.00775	0.236	-12.096	0.0316	0.38	114.027	Country
TRERXSH128F425A564	0.47	0.483	0.489	0.000329	0.0604	-12.662	0.037	0.165	87.151	International
TRERYIV12903CE192F	0.868	0.319	0.28	0.652	0.233	-15.847	0.0363	0.502	113.042	International
TRERYLQ128F93022D2	0.172	0.832	0.84	0.0	0.62	-5.796	0.396	0.701	101.99	Rap
TRERYMV128F93613B4	0.00209	0.484	0.848	0.000827	0.0728	-5.552	0.0356	0.689	87.977	Blues
TRERZBJ128F1462D65	0.432	0.84	0.51	0.0	0.0802	-7.134	0.326	0.85	119.782	Rap
TRERZDK128F42B3222	0.132	0.73	0.527	0.0	0.328	-9.264	0.035	0.602	99.948	RnB
TRERZGX128F9308C24	0.786	0.221	0.155	0.943	0.105	-17.952	0.0307	0.0469	80.663	International
TRERZMF12903D06AAA	0.7	0.71	0.573	0.684	0.104	-13.692	0.0301	0.826	112.934	Folk
TRESBNV12903CDFBF8	0.000289	0.457	0.65	0.0221	0.334	-9.903	0.0956	0.598	152.432	Latin
TRESCJL12903CF2A68	0.159	0.817	0.56	2.01e-05	0.144	-7.212	0.0471	0.779	96.009	RnB
TRESCLW128F4220EF7	0.00141	0.432	0.899	0.406	0.0974	-6.326	0.0519	0.437	98.89	Blues
TRESCYK128F147ED7F	0.932	0.395	0.0866	0.00879	0.0914	-24.98	0.0323	0.57	185.866	Blues
TRESDXR128F149C434	0.901	0.393	0.232	0.689	0.106	-10.613	0.0326	0.183	106.644	Jazz
TRESDYE128EF3525E5	0.678	0.745	0.417	0.0	0.203	-11.721	0.0593	0.625	135.846	Folk
TRESEKL128F4242E9D	0.737	0.591	0.185	0.000164	0.303	-15.897	0.0317	0.29	143.912	Country
TRESEPD128EF3550B7	0.934	0.731	0.113	0.00291	0.0688	-17.602	0.0616	0.395	102.608	Folk
TRESEVN128F92DD485	0.513	0.421	0.232	2.38e-05	0.115	-12.453	0.0256	0.289	81.417	Country
TRESGCD128F4238A93	0.107	0.605	0.582	1.24e-06	0.25	-10.795	0.248	0.736	146.642	Vocal
TRESGHA128F42809E0	0.258	0.66	0.908	0.0	0.309	-3.811	0.036	0.841	108.823	Country
TRESIWR128F428C59A	0.418	0.571	0.52	0.0	0.365	-7.157	0.0255	0.342	113.732	New Age
TRESIXS128F92E6F7D	0.396	0.441	0.538	0.0179	0.435	-10.848	0.0492	0.506	85.306	Pop_Rock
TRESJCE12903CB87EA	0.191	0.492	0.601	0.786	0.0766	-10.167	0.108	0.486	95.382	Jazz
TRESKGF128F92E34D1	0.838	0.604	0.371	4.84e-05	0.0558	-10.878	0.0369	0.728	87.251	Blues
TRESKPW128F428324B	0.0948	0.608	0.594	0.128	0.0382	-9.232	0.029	0.559	107.476	Country
TRESKVT128F42B36CC	0.00593	0.637	0.831	0.0118	0.261	-5.868	0.0401	0.488	100.987	International
TRESLUF128F92F9FB9	0.0569	0.806	0.757	0.00233	0.599	-7.383	0.0654	0.887	118.066	International
TRESLWR128F931A7D9	0.385	0.523	0.503	3.04e-06	0.123	-8.104	0.0312	0.278	88.023	Latin
TRESLXN12903CC52E6	0.166	0.33	0.441	0.0319	0.0995	-12.154	0.0353	0.226	146.155	Latin
TRESMCL128E0786271	0.162	0.351	0.275	2.78e-05	0.714	-21.101	0.118	0.092	89.218	Rap
